Provincia,Comune,DataEN,Parametro,Risultato,LAT_WGS84,LON_WGS84,Matrice
UD,Mereto di Tomba,11/16/2011 12:00:00 AM,pH,8.3,46.01656,13.02889,RW-Corsi dacqua
UD,Manzano,08/13/2009 12:00:00 AM,Temperatura acqua,24.1,45.99243,13.38929,RW-Corsi dacqua
PN,Azzano Decimo,02/17/2010 12:00:00 AM,Temperatura acqua,11.3,45.87841,12.72266,RW-Corsi dacqua
PN,Meduno,04/28/2011 12:00:00 AM,Temperatura acqua,15.9,46.22211,12.7621,RW-Corsi dacqua
UD,Tarvisio,10/18/2016 12:00:00 AM,Fosfati,0.05,46.52571,13.62897,RW-Corsi dacqua
PN,Prata di Pordenone,09/14/2017 12:00:00 AM,pH,8.2,45.84299,12.55745,RW-Corsi dacqua
PN,Morsano al Tagliamento,06/12/2019 12:00:00 AM,Temperatura acqua,18.9,45.87881,12.96208,RW-Corsi dacqua
UD,Chiusaforte,02/18/2019 12:00:00 AM,Conducibilità elettrica a 20°C,461,46.40237,13.36852,RW-Corsi dacqua
UD,Faedis,11/26/2019 12:00:00 AM,Fosfati,0.05,46.12994,13.38265,RW-Corsi dacqua
PN,Pasiano di Pordenone,01/18/2012 12:00:00 AM,Fosfati,0.2,45.83923,12.62112,RW-Corsi dacqua
UD,Paluzza,08/12/2010 12:00:00 AM,Fosfati,0.015,46.59126,12.95782,RW-Corsi dacqua
UD,Lauco,08/31/2015 12:00:00 AM,pH,8.4,46.43979,12.94608,RW-Corsi dacqua
UD,Moggio Udinese,04/24/2013 12:00:00 AM,Fosfati,0.05,46.44513,13.19093,RW-Corsi dacqua
UD,Arta Terme,03/30/2010 12:00:00 AM,Fosfati,0.015,46.45995,13.03018,RW-Corsi dacqua
UD,Cividale del Friuli,07/22/2013 12:00:00 AM,pH,8.1,46.09232,13.43279,RW-Corsi dacqua
UD,Paluzza,12/03/2019 12:00:00 AM,Conducibilità elettrica a 20°C,548,46.53167,13.02622,RW-Corsi dacqua
UD,Prato Carnico,11/19/2012 12:00:00 AM,Conducibilità elettrica a 20°C,644,46.51044,12.68556,RW-Corsi dacqua
UD,San Daniele del Friuli,01/23/2012 12:00:00 AM,Temperatura acqua,3.4,46.15094,13.01912,RW-Corsi dacqua
UD,Corno di Rosazzo,10/19/2011 12:00:00 AM,Fosfati,0.015,46.00485,13.43689,RW-Corsi dacqua
UD,Amaro,01/27/2009 12:00:00 AM,pH,8,46.37348,13.05836,RW-Corsi dacqua
PN,Brugnera,09/30/2009 12:00:00 AM,Conducibilità elettrica a 20°C,391,45.9229,12.57857,RW-Corsi dacqua
UD,Resia,08/23/2010 12:00:00 AM,Conducibilità elettrica a 20°C,231,46.34848,13.38999,RW-Corsi dacqua
UD,Latisana,03/01/2017 12:00:00 AM,Temperatura acqua,11.1,45.77247,12.99656,RW-Corsi dacqua
UD,Latisana,02/14/2006 12:00:00 AM,Fosfati,0.061,45.77247,12.99656,RW-Corsi dacqua
UD,Tarvisio,07/25/2019 12:00:00 AM,pH,8.1,46.50639,13.6,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,11/13/2013 12:00:00 AM,Conducibilità elettrica a 20°C,473,45.60726,13.82014,RW-Corsi dacqua
PN,Barcis,11/28/2013 12:00:00 AM,Fosfati,0.153,46.18944,12.57321,LW-Laghi e invasi
UD,Forni di Sopra,10/08/2012 12:00:00 AM,Temperatura acqua,11,46.42258,12.57623,RW-Corsi dacqua
PN,Pasiano di Pordenone,03/16/2010 12:00:00 AM,Temperatura acqua,11.7,45.83923,12.62112,RW-Corsi dacqua
UD,Povoletto,09/21/2016 12:00:00 AM,pH,7.8,46.17842,13.25956,RW-Corsi dacqua
GO,Dolegna del Collio,06/20/2014 12:00:00 AM,pH,7.9,46.00092,13.46835,RW-Corsi dacqua
PN,Zoppola,03/18/2010 12:00:00 AM,Temperatura acqua,8.6,45.98063,12.7816,RW-Corsi dacqua
PN,San Martino al Tagliamento,07/30/2018 12:00:00 AM,Conducibilità elettrica a 20°C,234,46.02204,12.85483,RW-Corsi dacqua
UD,Amaro,11/14/2006 12:00:00 AM,pH,8,46.37348,13.05836,RW-Corsi dacqua
UD,San Giovanni al Natisone,09/07/2011 12:00:00 AM,Conducibilità elettrica a 20°C,348,45.97011,13.43848,RW-Corsi dacqua
PN,Porcia,02/15/2012 12:00:00 AM,Fosfati,0.650,45.96367,12.62737,RW-Corsi dacqua
GO,Savogna d'Isonzo,01/09/2013 12:00:00 AM,pH,8.1,45.88979,13.58755,RW-Corsi dacqua
PN,Chions,10/21/2010 12:00:00 AM,Fosfati,0.2,45.88734,12.80363,RW-Corsi dacqua
UD,Trasaghis,10/24/2019 12:00:00 AM,pH,8.2,46.26712,13.05247,RW-Corsi dacqua
UD,Prato Carnico,06/07/2010 12:00:00 AM,Conducibilità elettrica a 20°C,669,46.51588,12.81847,RW-Corsi dacqua
UD,Pocenia,11/18/2009 12:00:00 AM,Temperatura acqua,12.7,45.87833,13.11676,RW-Corsi dacqua
UD,Paluzza,08/01/2019 12:00:00 AM,Fosfati,0.05,46.56851,13.00549,RW-Corsi dacqua
UD,Paluzza,02/20/2007 12:00:00 AM,Conducibilità elettrica a 20°C,240,46.5855,12.9958,RW-Corsi dacqua
UD,Amaro,01/21/2010 12:00:00 AM,Conducibilità elettrica a 20°C,334,46.38874,13.13748,RW-Corsi dacqua
PN,Pordenone,11/25/2015 12:00:00 AM,Conducibilità elettrica a 20°C,418,45.95123,12.65783,RW-Corsi dacqua
PN,Tramonti di Sopra,05/09/2016 12:00:00 AM,Conducibilità elettrica a 20°C,270,46.3005,12.7765,RW-Corsi dacqua
UD,Paluzza,11/19/2018 12:00:00 AM,pH,8.1,46.53167,13.02622,RW-Corsi dacqua
UD,Attimis,05/05/2011 12:00:00 AM,Conducibilità elettrica a 20°C,260,46.1948,13.32126,RW-Corsi dacqua
UD,Tarvisio,07/19/2018 12:00:00 AM,Fosfati,0.05,46.46862,13.5701,RW-Corsi dacqua
UD,Bertiolo,05/26/2010 12:00:00 AM,pH,8.1,45.90231,13.05159,RW-Corsi dacqua
UD,Resia,10/10/2012 12:00:00 AM,Fosfati,0.05,46.36837,13.29485,RW-Corsi dacqua
PN,Cordenons,12/02/2013 12:00:00 AM,Fosfati,0.05,45.98794,12.75907,RW-Corsi dacqua
UD,Castions di Strada,09/16/2009 12:00:00 AM,Fosfati,0.066,45.86879,13.1655,RW-Corsi dacqua
UD,Faedis,11/24/2016 12:00:00 AM,pH,8.3,46.15807,13.35563,RW-Corsi dacqua
PN,Pasiano di Pordenone,06/15/2017 12:00:00 AM,pH,8,45.83923,12.62112,RW-Corsi dacqua
UD,Amaro,12/30/2008 12:00:00 AM,Temperatura acqua,7,46.37348,13.05836,RW-Corsi dacqua
UD,Ovaro,05/13/2009 12:00:00 AM,Conducibilità elettrica a 20°C,714,46.49891,12.86351,RW-Corsi dacqua
UD,Tarvisio,09/14/2017 12:00:00 AM,Temperatura acqua,5.9,46.42042,13.56553,LW-Laghi e invasi
GO,Gradisca d'Isonzo,12/10/2009 12:00:00 AM,Fosfati,0.0398,45.88164,13.49833,RW-Corsi dacqua
UD,Tarvisio,12/17/2018 12:00:00 AM,Conducibilità elettrica a 20°C,245,46.4923,13.67174,RW-Corsi dacqua
PN,Sesto al Reghena,09/28/2015 12:00:00 AM,pH,7.9,45.8651,12.86092,RW-Corsi dacqua
PN,Maniago,07/23/2012 12:00:00 AM,Conducibilità elettrica a 20°C,273,46.17868,12.71005,RW-Corsi dacqua
PN,Morsano al Tagliamento,08/24/2017 12:00:00 AM,pH,8.1,45.85455,12.95896,RW-Corsi dacqua
UD,Cividale del Friuli,08/17/2006 12:00:00 AM,Conducibilità elettrica a 20°C,280,46.09232,13.43279,RW-Corsi dacqua
UD,Ampezzo,06/27/2013 12:00:00 AM,Temperatura acqua,14,46.41852,12.80086,RW-Corsi dacqua
UD,Tolmezzo,03/08/2017 12:00:00 AM,pH,8.2,46.40324,13.00162,RW-Corsi dacqua
PN,Barcis,09/24/2013 12:00:00 AM,Temperatura acqua,14.6,46.18944,12.57321,LW-Laghi e invasi
UD,Preone,06/26/2012 12:00:00 AM,pH,8.3,46.37548,12.86496,RW-Corsi dacqua
UD,Moggio Udinese,11/23/2011 12:00:00 AM,Conducibilità elettrica a 20°C,362,46.44513,13.19093,RW-Corsi dacqua
UD,Arta Terme,02/21/2013 12:00:00 AM,pH,8.3,46.45995,13.03018,RW-Corsi dacqua
UD,Tarvisio,09/14/2017 12:00:00 AM,pH,8,46.42042,13.56553,LW-Laghi e invasi
PN,Claut,12/14/2015 12:00:00 AM,Temperatura acqua,6.9,46.26961,12.49761,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,06/18/2012 12:00:00 AM,Temperatura acqua,15.9,45.61085,13.8568,RW-Corsi dacqua
PN,Zoppola,04/07/2011 12:00:00 AM,pH,8.1,45.97044,12.73218,RW-Corsi dacqua
GO,Gorizia,11/09/2011 12:00:00 AM,pH,8.2,45.91271,13.56315,RW-Corsi dacqua
UD,Talmassons,08/25/2009 12:00:00 AM,Fosfati,0.039,45.92471,13.08194,RW-Corsi dacqua
PN,San Martino al Tagliamento,12/10/2013 12:00:00 AM,pH,8.4,46.02061,12.87399,RW-Corsi dacqua
UD,Arta Terme,02/21/2013 12:00:00 AM,pH,8.3,46.46644,13.05863,RW-Corsi dacqua
UD,Tolmezzo,12/22/2011 12:00:00 AM,Conducibilità elettrica a 20°C,282,46.44126,12.97313,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,09/06/2006 12:00:00 AM,pH,7.9,45.61085,13.8568,RW-Corsi dacqua
UD,Bertiolo,07/16/2015 12:00:00 AM,Conducibilità elettrica a 20°C,462,45.92865,13.04866,RW-Corsi dacqua
PN,Castelnovo del Friuli,08/07/2019 12:00:00 AM,Fosfati,0.05,46.18147,12.88529,RW-Corsi dacqua
UD,Ampezzo,12/20/2016 12:00:00 AM,Fosfati,0.05,46.42834,12.7862,RW-Corsi dacqua
PN,Azzano Decimo,01/16/2012 12:00:00 AM,Fosfati,0.2,45.87841,12.72266,RW-Corsi dacqua
PN,Sesto al Reghena,06/23/2015 12:00:00 AM,pH,7.9,45.84996,12.86262,RW-Corsi dacqua
UD,Varmo,07/13/2017 12:00:00 AM,pH,7.9,45.86671,12.98249,RW-Corsi dacqua
PN,Cordenons,08/06/2018 12:00:00 AM,pH,7.9,45.97775,12.70505,RW-Corsi dacqua
UD,Colloredo di Monte Albano,07/22/2010 12:00:00 AM,Conducibilità elettrica a 20°C,500,46.15804,13.15914,RW-Corsi dacqua
UD,Buja,09/06/2011 12:00:00 AM,Fosfati,0.077,46.20423,13.08325,RW-Corsi dacqua
PN,Zoppola,11/07/2013 12:00:00 AM,Fosfati,0.059,45.97118,12.81681,RW-Corsi dacqua
UD,Tavagnacco,09/23/2013 12:00:00 AM,Conducibilità elettrica a 20°C,659,46.127,13.22557,RW-Corsi dacqua
UD,Chiusaforte,07/29/2014 12:00:00 AM,Conducibilità elettrica a 20°C,180,46.40237,13.36852,RW-Corsi dacqua
UD,Bertiolo,05/26/2010 12:00:00 AM,Conducibilità elettrica a 20°C,566,45.91739,13.03543,RW-Corsi dacqua
PN,Azzano Decimo,01/20/2010 12:00:00 AM,pH,7.8,45.87163,12.71642,RW-Corsi dacqua
UD,San Giorgio di Nogaro,09/14/2011 12:00:00 AM,pH,8,45.8322,13.21547,RW-Corsi dacqua
PN,Prata di Pordenone,12/01/2015 12:00:00 AM,pH,7.9,45.85273,12.5518,RW-Corsi dacqua
GO,Gorizia,06/28/2010 12:00:00 AM,Temperatura acqua,15,45.95484,13.612,RW-Corsi dacqua
PN,Zoppola,07/06/2010 12:00:00 AM,pH,7.9,45.97044,12.73218,RW-Corsi dacqua
UD,Ovaro,12/09/2019 12:00:00 AM,pH,8.2,46.51188,12.84665,RW-Corsi dacqua
UD,Corno di Rosazzo,11/26/2009 12:00:00 AM,Conducibilità elettrica a 20°C,354,46.00485,13.43689,RW-Corsi dacqua
PN,Andreis,05/21/2014 12:00:00 AM,pH,8.5,46.19688,12.60732,RW-Corsi dacqua
PN,Barcis,06/20/2018 12:00:00 AM,pH,8.3,46.18944,12.57321,LW-Laghi e invasi
UD,Pulfero,08/19/2008 12:00:00 AM,Temperatura acqua,15.2,46.20189,13.46946,RW-Corsi dacqua
UD,Amaro,04/12/2010 12:00:00 AM,Fosfati,0.015,46.37348,13.05836,RW-Corsi dacqua
UD,Chiusaforte,07/23/2019 12:00:00 AM,Conducibilità elettrica a 20°C,344,46.40598,13.31042,RW-Corsi dacqua
UD,Attimis,10/26/2011 12:00:00 AM,Fosfati,0.061,46.17598,13.29652,RW-Corsi dacqua
GO,Gorizia,08/29/2011 12:00:00 AM,Fosfati,0.0245,45.97918,13.62092,RW-Corsi dacqua
UD,Moimacco,09/18/2013 12:00:00 AM,Temperatura acqua,14.5,46.10822,13.36489,RW-Corsi dacqua
UD,San Daniele del Friuli,12/14/2011 12:00:00 AM,Temperatura acqua,12.1,46.14263,13.02451,RW-Corsi dacqua
UD,Varmo,10/13/2011 12:00:00 AM,pH,8.1,45.90158,13.02885,RW-Corsi dacqua
PN,Pordenone,09/17/2012 12:00:00 AM,Temperatura acqua,17.3,45.95444,12.67748,RW-Corsi dacqua
UD,Forni Avoltri,03/14/2013 12:00:00 AM,Fosfati,0.05,46.59172,12.77511,RW-Corsi dacqua
PN,Frisanco,06/03/2013 12:00:00 AM,pH,8.2,46.26188,12.69275,LW-Laghi e invasi
UD,Savogna,02/10/2011 12:00:00 AM,pH,8.2,46.1601,13.5375,RW-Corsi dacqua
UD,Faedis,03/08/2012 12:00:00 AM,pH,8.4,46.16501,13.35964,RW-Corsi dacqua
PN,Sesto al Reghena,04/14/2011 12:00:00 AM,Fosfati,0.2,45.8403,12.80508,RW-Corsi dacqua
UD,Lusevera,11/22/2011 12:00:00 AM,Conducibilità elettrica a 20°C,265,46.26126,13.25455,RW-Corsi dacqua
GO,Gradisca d'Isonzo,07/06/2015 12:00:00 AM,Temperatura acqua,19.7,45.88164,13.49833,RW-Corsi dacqua
TS,Muggia,10/02/2013 12:00:00 AM,Conducibilità elettrica a 20°C,546,45.58752,13.81634,RW-Corsi dacqua
UD,Varmo,11/25/2019 12:00:00 AM,Fosfati,0.057,45.90158,13.02885,RW-Corsi dacqua
UD,San Giovanni al Natisone,01/20/2010 12:00:00 AM,Fosfati,0.0276,45.97011,13.43848,RW-Corsi dacqua
UD,Lusevera,06/16/2010 12:00:00 AM,Conducibilità elettrica a 20°C,217,46.25881,13.25641,RW-Corsi dacqua
UD,Cavazzo Carnico,08/22/2012 12:00:00 AM,Temperatura acqua,14.2,46.34395,13.07128,RW-Corsi dacqua
UD,Bertiolo,10/30/2014 12:00:00 AM,Temperatura acqua,11.1,45.90231,13.05159,RW-Corsi dacqua
PN,Tramonti di Sopra,07/30/2013 12:00:00 AM,Conducibilità elettrica a 20°C,212,46.24579,12.7472,LW-Laghi e invasi
UD,Amaro,04/15/2009 12:00:00 AM,Conducibilità elettrica a 20°C,280,46.38874,13.13748,RW-Corsi dacqua
UD,San Daniele del Friuli,06/15/2010 12:00:00 AM,Conducibilità elettrica a 20°C,480,46.2099,13.02744,RW-Corsi dacqua
GO,Dolegna del Collio,08/02/2016 12:00:00 AM,pH,8.1,46.00092,13.46835,RW-Corsi dacqua
GO,Medea,09/17/2009 12:00:00 AM,Temperatura acqua,20,45.92066,13.45524,RW-Corsi dacqua
PN,San Martino al Tagliamento,01/24/2012 12:00:00 AM,Fosfati,0.2,46.02061,12.87399,RW-Corsi dacqua
UD,Cavazzo Carnico,08/26/2010 12:00:00 AM,Fosfati,0.082,46.37348,13.05836,RW-Corsi dacqua
PN,Tramonti di Sotto,11/24/2014 12:00:00 AM,Temperatura acqua,9.7,46.29873,12.81343,RW-Corsi dacqua
UD,Cassacco,08/07/2019 12:00:00 AM,pH,7.7,46.16824,13.17233,RW-Corsi dacqua
UD,Forni di Sopra,02/16/2010 12:00:00 AM,Conducibilità elettrica a 20°C,351,46.42353,12.581,RW-Corsi dacqua
PN,Barcis,10/10/2018 12:00:00 AM,pH,8.3,46.18944,12.57321,LW-Laghi e invasi
UD,Tarvisio,08/06/2013 12:00:00 AM,pH,8.1,46.48161,13.67274,LW-Laghi e invasi
GO,Dolegna del Collio,12/22/2011 12:00:00 AM,Fosfati,0.0306,46.00092,13.46835,RW-Corsi dacqua
UD,San Daniele del Friuli,04/18/2006 12:00:00 AM,Fosfati,0.061,46.2099,13.02744,RW-Corsi dacqua
UD,Venzone,11/12/2009 12:00:00 AM,Conducibilità elettrica a 20°C,213,46.3349,13.14581,RW-Corsi dacqua
UD,Resia,12/06/2016 12:00:00 AM,Fosfati,0.05,46.35889,13.29635,RW-Corsi dacqua
UD,Forni di Sopra,07/28/2008 12:00:00 AM,Conducibilità elettrica a 20°C,1295,46.4294,12.54593,RW-Corsi dacqua
PN,Claut,03/21/2017 12:00:00 AM,Fosfati,0.05,46.25187,12.46372,RW-Corsi dacqua
TS,Muggia,05/30/2011 12:00:00 AM,pH,8,45.58752,13.81634,RW-Corsi dacqua
UD,Lusevera,09/28/2016 12:00:00 AM,pH,8.2,46.25881,13.25641,RW-Corsi dacqua
UD,Venzone,11/15/2007 12:00:00 AM,pH,8.4,46.3349,13.14581,RW-Corsi dacqua
UD,Pocenia,03/12/2012 12:00:00 AM,Temperatura acqua,13.5,45.87833,13.11676,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,08/26/2014 12:00:00 AM,Conducibilità elettrica a 20°C,438,45.61509,13.88149,RW-Corsi dacqua
UD,Fiumicello,03/22/2007 12:00:00 AM,Temperatura acqua,8,45.80293,13.43118,RW-Corsi dacqua
UD,Forni Avoltri,08/27/2009 12:00:00 AM,Fosfati,0.015,46.61723,12.77942,RW-Corsi dacqua
UD,Codroipo,10/13/2011 12:00:00 AM,Temperatura acqua,15,45.94387,12.99152,RW-Corsi dacqua
PN,Frisanco,02/21/2011 12:00:00 AM,Temperatura acqua,7.9,46.21935,12.70492,RW-Corsi dacqua
UD,Tarvisio,11/27/2014 12:00:00 AM,Conducibilità elettrica a 20°C,237,46.48161,13.67274,LW-Laghi e invasi
UD,Tarvisio,07/30/2012 12:00:00 AM,Conducibilità elettrica a 20°C,239,46.47608,13.66806,LW-Laghi e invasi
PN,Cimolais,07/04/2011 12:00:00 AM,Temperatura acqua,14.3,46.3806,12.51224,RW-Corsi dacqua
UD,Nimis,09/13/2011 12:00:00 AM,Temperatura acqua,17.9,46.19579,13.27264,RW-Corsi dacqua
UD,Ragogna,09/30/2010 12:00:00 AM,pH,8.1,46.17658,12.95722,RW-Corsi dacqua
UD,Villa Santina,02/10/2010 12:00:00 AM,pH,8.2,46.41481,12.90662,RW-Corsi dacqua
UD,Faedis,02/27/2013 12:00:00 AM,Conducibilità elettrica a 20°C,397,46.12994,13.38265,RW-Corsi dacqua
TS,Duino-Aurisina,05/09/2018 12:00:00 AM,Conducibilità elettrica a 20°C,374,45.78741,13.59086,RW-Corsi dacqua
PN,Azzano Decimo,06/12/2013 12:00:00 AM,Conducibilità elettrica a 20°C,485,45.87841,12.72266,RW-Corsi dacqua
PN,Cimolais,07/04/2011 12:00:00 AM,pH,8,46.3806,12.51224,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,12/13/2010 12:00:00 AM,Conducibilità elettrica a 20°C,450,45.61085,13.8568,RW-Corsi dacqua
PN,Sesto al Reghena,08/25/2009 12:00:00 AM,Fosfati,0.18,45.84996,12.86262,RW-Corsi dacqua
PN,Pasiano di Pordenone,12/19/2008 12:00:00 AM,Fosfati,0.18,45.81916,12.58458,RW-Corsi dacqua
PN,Casarsa della Delizia,12/05/2012 12:00:00 AM,Temperatura acqua,11.6,45.94372,12.85556,RW-Corsi dacqua
UD,Pontebba,09/05/2013 12:00:00 AM,Fosfati,0.05,46.50562,13.3067,RW-Corsi dacqua
UD,Varmo,06/13/2019 12:00:00 AM,pH,8,45.90158,13.02885,RW-Corsi dacqua
UD,Varmo,05/08/2019 12:00:00 AM,Conducibilità elettrica a 20°C,486,45.86671,12.98249,RW-Corsi dacqua
UD,Manzano,09/17/2009 12:00:00 AM,pH,8.2,45.99243,13.38929,RW-Corsi dacqua
UD,Pontebba,08/11/2010 12:00:00 AM,pH,8.3,46.50562,13.3067,RW-Corsi dacqua
UD,Rivignano Teor,08/06/2015 12:00:00 AM,Conducibilità elettrica a 20°C,502,45.88776,13.06683,RW-Corsi dacqua
PN,Fiume Veneto,06/24/2015 12:00:00 AM,Fosfati,0.05,45.93318,12.78561,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,10/10/2007 12:00:00 AM,Temperatura acqua,15.5,45.61085,13.8568,RW-Corsi dacqua
UD,Majano,11/04/2019 12:00:00 AM,pH,7.9,46.16432,13.08392,RW-Corsi dacqua
UD,Prato Carnico,06/07/2012 12:00:00 AM,Temperatura acqua,11.6,46.51588,12.81847,RW-Corsi dacqua
UD,Tavagnacco,09/06/2017 12:00:00 AM,pH,8.1,46.127,13.22557,RW-Corsi dacqua
UD,Moimacco,10/06/2014 12:00:00 AM,Conducibilità elettrica a 20°C,204,46.10822,13.36489,RW-Corsi dacqua
PN,Sacile,01/12/2012 12:00:00 AM,pH,7.8,45.94056,12.50017,RW-Corsi dacqua
PN,Sesto al Reghena,01/30/2013 12:00:00 AM,Conducibilità elettrica a 20°C,512,45.85509,12.80318,RW-Corsi dacqua
PN,Frisanco,12/04/2014 12:00:00 AM,Fosfati,0.153,46.26188,12.69275,LW-Laghi e invasi
UD,Enemonzo,03/20/2017 12:00:00 AM,pH,7.9,46.41048,12.86053,RW-Corsi dacqua
UD,Gemona del Friuli,01/24/2006 12:00:00 AM,Temperatura acqua,7.5,46.24736,13.12549,RW-Corsi dacqua
UD,Ampezzo,09/25/2014 12:00:00 AM,pH,8.1,46.41852,12.80086,RW-Corsi dacqua
UD,Ragogna,11/14/2006 12:00:00 AM,pH,8.1,46.17658,12.95722,RW-Corsi dacqua
UD,Torreano,03/13/2017 12:00:00 AM,Fosfati,0.05,46.12507,13.42934,RW-Corsi dacqua
UD,Amaro,08/03/2010 12:00:00 AM,pH,8.4,46.37348,13.05836,RW-Corsi dacqua
UD,Forni Avoltri,12/03/2018 12:00:00 AM,pH,8.3,46.60623,12.77878,RW-Corsi dacqua
UD,Precenicco,10/18/2007 12:00:00 AM,pH,7.9,45.78316,13.07991,RW-Corsi dacqua
PN,Pordenone,04/02/2012 12:00:00 AM,Fosfati,0.015,45.99792,12.62574,RW-Corsi dacqua
PN,Azzano Decimo,07/03/2013 12:00:00 AM,Temperatura acqua,18.6,45.87163,12.71642,RW-Corsi dacqua
TS,Duino-Aurisina,09/23/2014 12:00:00 AM,Fosfati,0.0613,45.78741,13.59086,RW-Corsi dacqua
PN,Sacile,12/10/2018 12:00:00 AM,pH,8.2,45.94056,12.50017,RW-Corsi dacqua
UD,Pocenia,02/23/2010 12:00:00 AM,Temperatura acqua,10.9,45.87833,13.11676,RW-Corsi dacqua
UD,Ragogna,05/29/2012 12:00:00 AM,Fosfati,0.153,46.17663,13.00322,LW-Laghi e invasi
UD,Ragogna,06/10/2015 12:00:00 AM,Conducibilità elettrica a 20°C,227,46.17663,13.00322,LW-Laghi e invasi
PN,San Vito al Tagliamento,10/14/2013 12:00:00 AM,pH,8,45.91308,12.80721,RW-Corsi dacqua
TS,Duino-Aurisina,03/01/2010 12:00:00 AM,pH,7.5,45.78741,13.59086,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,09/13/2011 12:00:00 AM,pH,7.9,45.61085,13.8568,RW-Corsi dacqua
UD,Forni di Sopra,10/14/2008 12:00:00 AM,Temperatura acqua,8.3,46.4294,12.54593,RW-Corsi dacqua
TS,Duino-Aurisina,11/04/2009 12:00:00 AM,pH,7.5,45.78741,13.59086,RW-Corsi dacqua
PN,Sesto al Reghena,07/17/2014 12:00:00 AM,pH,7.9,45.8651,12.86092,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,03/05/2007 12:00:00 AM,Temperatura acqua,10,45.61085,13.8568,RW-Corsi dacqua
UD,Cercivento,05/18/2011 12:00:00 AM,pH,7.9,46.52933,12.9629,RW-Corsi dacqua
PN,Sesto al Reghena,12/03/2018 12:00:00 AM,pH,8,45.87044,12.87056,RW-Corsi dacqua
UD,San Giovanni al Natisone,11/08/2016 12:00:00 AM,pH,8.2,45.97011,13.43848,RW-Corsi dacqua
PN,Pasiano di Pordenone,11/14/2013 12:00:00 AM,Fosfati,0.098,45.83923,12.62112,RW-Corsi dacqua
UD,Ampezzo,07/13/2010 12:00:00 AM,Temperatura acqua,13,46.42834,12.7862,RW-Corsi dacqua
UD,Malborghetto Valbruna,08/07/2013 12:00:00 AM,Temperatura acqua,11.1,46.50819,13.4605,RW-Corsi dacqua
UD,Cervignano del Friuli,11/04/2009 12:00:00 AM,Temperatura acqua,11.3,45.82813,13.30712,RW-Corsi dacqua
UD,Tarcento,03/22/2012 12:00:00 AM,Temperatura acqua,9.8,46.20229,13.22927,RW-Corsi dacqua
UD,Reana del Rojale,04/03/2017 12:00:00 AM,pH,8.2,46.19475,13.24454,RW-Corsi dacqua
UD,Amaro,10/04/2016 12:00:00 AM,Temperatura acqua,10,46.37348,13.05836,RW-Corsi dacqua
TS,Muggia,04/21/2015 12:00:00 AM,pH,8.2,45.58752,13.81634,RW-Corsi dacqua
UD,Tarvisio,02/23/2015 12:00:00 AM,Fosfati,0.145,46.50415,13.59224,RW-Corsi dacqua
UD,Carlino,06/11/2008 12:00:00 AM,Fosfati,0.153,45.80499,13.19179,RW-Corsi dacqua
PN,Sesto al Reghena,05/05/2011 12:00:00 AM,pH,7.8,45.85519,12.8496,RW-Corsi dacqua
UD,Varmo,11/11/2010 12:00:00 AM,Conducibilità elettrica a 20°C,487,45.88253,12.97478,RW-Corsi dacqua
PN,Azzano Decimo,06/29/2015 12:00:00 AM,Temperatura acqua,20.2,45.87163,12.71642,RW-Corsi dacqua
UD,Treppo Grande,12/15/2011 12:00:00 AM,Fosfati,0.179,46.17088,13.15865,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,01/16/2013 12:00:00 AM,Temperatura acqua,9.5,45.61509,13.88149,RW-Corsi dacqua
PN,Sesto al Reghena,10/07/2009 12:00:00 AM,Conducibilità elettrica a 20°C,463,45.84996,12.86262,RW-Corsi dacqua
UD,Comeglians,06/17/2013 12:00:00 AM,Fosfati,0.061,46.52203,12.91395,RW-Corsi dacqua
UD,Reana del Rojale,11/22/2011 12:00:00 AM,Fosfati,0.018,46.16601,13.25755,RW-Corsi dacqua
PN,Azzano Decimo,07/16/2018 12:00:00 AM,Conducibilità elettrica a 20°C,421,45.87163,12.71642,RW-Corsi dacqua
PN,Claut,01/18/2011 12:00:00 AM,Temperatura acqua,8.6,46.26374,12.50161,RW-Corsi dacqua
UD,Latisana,01/09/2007 12:00:00 AM,Temperatura acqua,10,45.77247,12.99656,RW-Corsi dacqua
UD,Gemona del Friuli,10/11/2006 12:00:00 AM,Conducibilità elettrica a 20°C,440,46.24736,13.12549,RW-Corsi dacqua
PN,Azzano Decimo,01/20/2010 12:00:00 AM,Conducibilità elettrica a 20°C,509,45.82945,12.67557,RW-Corsi dacqua
UD,Forni di Sopra,08/13/2008 12:00:00 AM,Temperatura acqua,12.6,46.42258,12.57623,RW-Corsi dacqua
PN,Cimolais,02/26/2014 12:00:00 AM,Fosfati,0.05,46.3222,12.45872,RW-Corsi dacqua
UD,Lusevera,04/12/2011 12:00:00 AM,pH,8.4,46.26126,13.25455,RW-Corsi dacqua
UD,Manzano,06/20/2016 12:00:00 AM,pH,8.4,45.98801,13.3483,RW-Corsi dacqua
